shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id,company_rating,company_location,total_fleet_count,iata_approved
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3.0,5,flexible,3.0,False,False,3148.5040387380777,16769,17874,97.0,10.0,10.0,10.0,10.0,10.0,10.0,43,0.86,16769,0.7907294990807467,Isle of Man,2.0,False
Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,3,flexible,3.0,False,False,1838.2211876679755,12006,3522,87.0,8.0,9.0,10.0,9.0,10.0,9.0,18,0.31,12006,0.9891407747071037,Uruguay,5.0,False
Anguilla,Type F5,Quantum,ThetaBase Services,2.0,1,strict,1.0,True,False,1258.8732004156357,8983,1830,68.0,7.0,6.0,8.0,9.0,10.0,7.0,5,3.85,8983,0.9968977899275027,Anguilla,7.0,False
Niue,Type F5,Plasma,ThetaBase Services,4.0,8,strict,4.0,False,False,11215.189836907415,36019,29897,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.21,36019,1.0,Niue,1.0,False
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,3.0,False,False,2687.639643841329,18077,55429,98.0,10.0,10.0,10.0,10.0,9.0,10.0,20,1.1,18077,1.0,Sao Tome and Principe,139.0,False
Malta,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1750.3909147768507,13577,55913,98.0,10.0,10.0,10.0,10.0,9.0,9.0,8,1.26,13577,0.8953693605576598,Brazil,2.0,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1581.7421126872496,30286,47101,92.0,9.0,9.0,10.0,9.0,10.0,9.0,13,3.07,30286,0.971156756328218,Montserrat,39.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,8,strict,4.0,True,False,2980.2449673185783,15004,20418,77.0,9.0,8.0,10.0,10.0,9.0,9.0,13,0.97,15004,1.0,Uzbekistan,88.0,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,6,strict,1.0,False,False,2176.5477957835933,4446,10325,78.0,9.0,9.0,10.0,9.0,10.0,9.0,12,0.87,4446,1.0,Uganda,58.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2430.8133717840874,2823,42060,97.0,10.0,9.0,10.0,10.0,10.0,10.0,26,0.78,2823,0.9829998023218979,Vietnam,1.0,True
Malta,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,1.0,True,False,3099.657011292546,3112,42212,80.0,7.0,10.0,9.0,9.0,9.0,8.0,2,1.76,3112,0.9393302764027748,Indonesia,25.0,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,1911.800275946132,42589,20250,93.0,10.0,9.0,9.0,10.0,10.0,10.0,7,1.08,42589,1.0,Turkmenistan,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,False,False,3309.3244388974927,48869,13318,88.0,9.0,9.0,7.0,9.0,10.0,9.0,12,0.64,48869,1.0,Slovakia (Slovak Republic),22.0,False
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1384.8572300502758,4636,41782,93.0,10.0,10.0,10.0,10.0,9.0,9.0,108,2.1,4636,0.8927523154175453,Peru,1.0,True
Kiribati,Type G0,Plasma,ThetaBase Services,0.0,2,flexible,1.0,True,False,1847.7877768389678,11125,8650,92.0,10.0,10.0,9.0,9.0,9.0,9.0,50,2.75,11125,0.991246396389152,Nicaragua,12.0,True
Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,2.0,3,moderate,2.0,False,False,2189.5557781214106,41507,29296,99.0,10.0,10.0,10.0,10.0,9.0,10.0,18,0.78,41507,0.9954350270153164,Sao Tome and Principe,1.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,False,False,1923.7187797424972,28763,1384,86.0,9.0,8.0,10.0,9.0,9.0,9.0,27,1.19,28763,0.6828443705277739,Rwanda,2.0,False
Malta,Type F5,Plasma,ThetaBase Services,4.0,7,strict,4.0,False,False,3192.560430430282,35854,38906,97.0,10.0,10.0,10.0,10.0,10.0,8.0,6,1.18,35854,1.0,Mexico,1.0,False
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2545.669623296981,35206,6414,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.5,35206,0.9997865469782758,Marshall Islands,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,3.0,True,False,2480.088531058984,6984,46889,90.0,10.0,10.0,10.0,10.0,10.0,9.0,12,1.25,6984,1.0,Suriname,9.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,1559.0636658736735,15723,59623,80.0,10.0,8.0,10.0,10.0,10.0,9.0,2,2.0,15723,0.9763130879314784,Gambia,1.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1583.087823853518,11332,3530,97.0,10.0,10.0,10.0,10.0,9.0,10.0,16,0.27,11332,1.0,Croatia,2.0,True
Switzerland,Type E3,Quantum,ThetaBase Services,1.0,2,strict,2.0,True,False,1227.712653415617,49771,15043,80.0,8.0,10.0,10.0,9.0,10.0,8.0,3,1.22,49771,0.9888123383718616,Turks and Caicos Islands,4.0,False
Faroe Islands,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1218.3805914893558,24918,29744,93.0,10.0,9.0,10.0,10.0,10.0,10.0,18,2.67,24918,1.0,Micronesia,1.0,False
Malta,Type V2,Plasma,ThetaBase Services,3.0,9,moderate,5.0,False,False,4783.41905817322,18077,12749,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.24,18077,0.9893575528806677,Sao Tome and Principe,139.0,False
Niue,Type Z6,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2103.498366455876,10571,47285,95.0,10.0,10.0,10.0,10.0,9.0,10.0,32,2.0,10571,0.9914723783476636,Niue,1.0,False
Barbados,Type O3,Quantum,ThetaBase Services,1.0,3,strict,1.0,True,False,2029.9386427884224,41518,63530,100.0,10.0,10.0,8.0,10.0,10.0,10.0,3,3.0,41518,1.0,Montserrat,13.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,0.0,1,flexible,1.0,False,False,1260.126706762949,26878,2135,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.36,26878,0.8065895413478104,Monaco,2.0,True
Niue,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2252.646982996343,45793,1294,96.0,10.0,9.0,9.0,10.0,10.0,9.0,10,0.87,45793,0.9955366792123281,Niue,5.0,True
Faroe Islands,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1160.3917265323705,28884,29755,93.0,9.0,10.0,10.0,10.0,9.0,9.0,23,0.27,28884,1.0,Micronesia,2.0,True
Indonesia,Type F5,Plasma,ThetaBase Services,3.0,8,strict,4.0,False,False,2828.703139928925,38698,32007,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.38,38698,1.0,France,2.0,True
Anguilla,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,True,False,1266.3423301291919,32410,28036,95.0,10.0,10.0,10.0,10.0,10.0,10.0,35,2.27,32410,1.0,United Kingdom,5.0,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1413.8156333445534,15695,26173,96.0,10.0,9.0,10.0,10.0,10.0,9.0,71,5.61,15695,0.995954450824416,Malawi,2.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,4.0,8,flexible,4.0,False,False,2690.922689490873,36716,65669,98.0,10.0,10.0,10.0,10.0,9.0,10.0,16,3.02,36716,1.0,Bosnia and Herzegovina,3.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,6961.851844480013,8225,12374,100.0,10.0,9.0,10.0,9.0,10.0,9.0,5,1.61,8225,0.964063704050165,Barbados,31.0,False
Niue,Type F5,Plasma,ThetaBase Services,3.0,6,strict,0.0,False,False,3486.7101227809503,19351,6657,98.0,10.0,10.0,10.0,10.0,9.0,9.0,9,0.2,19351,0.9877451152078117,Guinea,2.0,False
Isle of Man,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1214.8659622502469,30320,30027,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.34,30320,0.991599399644582,Togo,4.0,False
Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,2037.673581610836,39952,5117,82.0,9.0,9.0,9.0,9.0,10.0,9.0,45,1.57,39952,1.0,Tonga,21.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,4,strict,0.0,True,False,2114.3719536155304,6223,26131,78.0,9.0,8.0,10.0,10.0,10.0,8.0,8,3.93,6223,0.9894377595933197,Marshall Islands,12.0,False
Kiribati,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1330.0925361034192,29163,66025,98.0,10.0,10.0,10.0,10.0,10.0,10.0,24,1.46,29163,0.9819659626577274,Nicaragua,1.0,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2940.440228775188,34259,62620,94.0,9.0,9.0,10.0,10.0,10.0,9.0,16,0.23,34259,1.0,Sao Tome and Principe,2.0,True
Micronesia,Type N0,Quantum,ThetaBase Services,1.0,3,flexible,1.0,False,False,1700.9735386068442,8707,37526,93.0,9.0,9.0,9.0,9.0,10.0,9.0,11,0.41,8707,0.7077121173397375,Rwanda,21.0,True
Malta,Type F5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,2680.896662938808,32362,16056,97.0,10.0,9.0,10.0,10.0,10.0,9.0,49,2.32,32362,0.9959761730247566,Marshall Islands,4.0,True
Rwanda,Type V7,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,1789.0758711256365,15004,49193,82.0,9.0,9.0,10.0,10.0,10.0,8.0,26,1.88,15004,1.0,Uzbekistan,88.0,False
Costa Rica,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,True,False,2421.7065812785477,2768,42877,97.0,10.0,10.0,10.0,10.0,9.0,9.0,41,1.74,2768,1.0,Christmas Island,2.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,3,strict,2.0,False,False,2154.2992725664835,4330,75768,95.0,10.0,9.0,10.0,10.0,10.0,10.0,4,0.29,4330,0.9361275063402105,Ukraine,60.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,0.0,False,False,2295.355860794222,43692,56085,93.0,9.0,9.0,10.0,10.0,10.0,10.0,12,0.2,43692,0.9890256042346504,Isle of Man,1.0,True
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1600.2132875192015,25046,48099,90.0,9.0,9.0,9.0,9.0,9.0,9.0,41,9.32,25046,1.0,Maldives,14.0,False
Malta,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1369.4507741121906,36726,28675,94.0,10.0,9.0,10.0,10.0,10.0,10.0,43,3.14,36726,0.9301160556153312,Mexico,6.0,False
Malta,Type E3,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,1393.1180107186217,29931,58958,98.0,10.0,10.0,10.0,10.0,10.0,10.0,33,7.67,29931,1.0,Brazil,1.0,False
Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,1647.7881106447103,16921,20634,98.0,10.0,10.0,10.0,10.0,10.0,10.0,22,1.5,16921,1.0,Malta,1.0,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1584.2899451820724,37043,21931,92.0,10.0,9.0,9.0,10.0,10.0,9.0,103,4.48,37043,1.0,Pakistan,11.0,False
Niue,Type V5,Plasma,ThetaBase Services,2.0,2,strict,2.0,False,False,2039.505365524721,47938,66905,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06,47938,0.9935968124082059,Niue,4.0,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,strict,0.0,True,False,1330.3573547091803,44354,59223,89.0,9.0,8.0,9.0,9.0,9.0,9.0,133,2.36,44354,1.0,Russian Federation,1.0,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2170.573746950927,40480,39020,98.0,10.0,10.0,10.0,10.0,9.0,9.0,15,0.57,40480,1.0,Lebanon,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,False,False,2971.954257761048,2115,9738,95.0,10.0,9.0,10.0,10.0,10.0,9.0,29,0.47,2115,0.9972129107578035,Jersey,2.0,True
Micronesia,Type G0,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,3066.998520226107,11567,39203,90.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0.22,11567,1.0,Niger,31.0,True
Malta,Type V2,Plasma,ThetaBase Services,6.0,14,strict,9.0,True,False,4214.831179560837,28398,59272,78.0,8.0,8.0,9.0,9.0,9.0,8.0,24,0.58,28398,0.9922553835607569,El Salvador,7.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,False,False,2188.9469475459573,13212,62875,99.0,10.0,10.0,10.0,10.0,10.0,10.0,24,1.2,13212,0.9961369550152209,Zimbabwe,12.0,True
Malta,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,True,False,1749.72712794145,47046,15675,93.0,9.0,9.0,10.0,10.0,7.0,9.0,3,1.38,47046,1.0,Lebanon,9.0,False
Kiribati,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,False,False,2303.514655366867,41140,13943,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2,0.87,41140,0.8923261919355769,Nicaragua,2.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1528.8768950343579,12117,75770,100.0,10.0,10.0,10.0,10.0,9.0,10.0,4,1.15,12117,0.9992222729973559,Monaco,1.0,False
Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,False,False,1281.4813474348798,14892,1226,93.0,10.0,9.0,10.0,10.0,9.0,10.0,7,0.24,14892,0.9954389515025024,Turkmenistan,1.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1852.9764714587538,15004,22260,87.0,9.0,9.0,9.0,9.0,10.0,9.0,22,1.58,15004,0.9896036605717522,Uzbekistan,88.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2244.5136403887623,33446,2849,98.0,10.0,10.0,10.0,10.0,9.0,9.0,40,1.41,33446,1.0,Philippines,1.0,True
Guinea,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,3455.515786056062,12107,67177,100.0,10.0,9.0,10.0,10.0,10.0,10.0,3,0.17,12107,1.0,Fiji,2.0,True
Brazil,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1315.5848318576177,34966,5009,95.0,10.0,10.0,10.0,9.0,10.0,10.0,8,4.21,34966,1.0,Vanuatu,1.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2549.7731646997804,8442,37648,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.14,8442,1.0,Tunisia,2.0,True
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1446.9290927450995,38078,31816,99.0,10.0,9.0,10.0,10.0,9.0,9.0,16,0.28,38078,1.0,Uzbekistan,2.0,True
Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1552.7221179331293,24118,73919,80.0,8.0,9.0,9.0,9.0,8.0,8.0,19,0.82,24118,0.9708179662714901,Ghana,21.0,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,4812.290667097235,44544,51197,100.0,10.0,9.0,10.0,10.0,9.0,10.0,2,0.05,44544,0.00640960799203096,Gibraltar,2.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,1.0,False,False,2041.1331061300102,49030,15449,100.0,10.0,10.0,10.0,9.0,9.0,9.0,9,0.16,49030,1.0,Kenya,2.0,False
Malta,Type N0,Quantum,ThetaBase Services,1.0,8,flexible,8.0,False,False,3472.7780259428923,31805,14463,80.0,8.0,8.0,9.0,9.0,8.0,8.0,49,1.93,31805,0.9797893700179314,Mauritania,20.0,False
Costa Rica,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,1908.5114823013364,28828,17902,80.0,9.0,8.0,10.0,10.0,9.0,8.0,5,1.04,28828,0.9968138375777276,Isle of Man,198.0,True
Barbados,Type V5,Quantum,ThetaBase Services,2.0,5,moderate,3.0,True,False,2162.443632223284,27289,55759,85.0,9.0,9.0,9.0,9.0,9.0,9.0,46,6.54,27289,0.9754388790352103,Reunion,12.0,True
Russian Federation,Type V2,Quantum,ThetaBase Services,1.0,1,moderate,1.0,True,False,1389.3232098597127,39923,26780,98.0,10.0,10.0,10.0,10.0,9.0,9.0,11,2.37,39923,1.0,Russian Federation,2.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,False,False,2174.461846900377,5679,18882,92.0,10.0,9.0,10.0,10.0,10.0,9.0,11,2.26,5679,1.0,Maldives,1.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,2.0,False,False,2191.092034232207,27822,28983,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.44,27822,1.0,Russian Federation,2.0,False
Chad,Type W5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,False,False,1926.722606165956,10540,69030,80.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.79,10540,0.9977120149218566,Togo,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2709.48382915617,24033,70612,97.0,10.0,10.0,9.0,10.0,10.0,9.0,18,1.65,24033,1.0,Uganda,45.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,3,strict,0.0,False,False,2278.5964828245737,4330,33360,80.0,8.0,7.0,9.0,9.0,10.0,8.0,11,0.29,4330,0.9498773510102531,Ukraine,60.0,True
Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1596.9724598980138,32075,22232,96.0,10.0,9.0,10.0,10.0,10.0,9.0,88,3.53,32075,0.992461084714453,Indonesia,2.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,3480.9266363061165,18077,57977,96.0,10.0,9.0,10.0,10.0,10.0,10.0,5,0.89,18077,0.990940348586823,Sao Tome and Principe,139.0,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,True,False,1532.0100283772608,14009,36800,98.0,10.0,10.0,10.0,10.0,10.0,10.0,9,0.52,14009,0.9927711479892384,Russian Federation,1.0,False
Bouvet Island (Bouvetoya),Type V2,Plasma,ThetaBase Services,4.0,7,moderate,6.0,False,False,4500.344159002219,33783,52464,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.19,33783,0.0,Lebanon,1.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1940.759384917167,15004,62537,89.0,10.0,9.0,9.0,9.0,9.0,9.0,29,2.19,15004,0.9912944564435384,Uzbekistan,88.0,False
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1582.330418167593,44817,19069,97.0,10.0,10.0,10.0,10.0,10.0,9.0,89,5.15,44817,0.9932017229003878,Chile,1.0,True
Switzerland,Type F5,Quantum,ThetaBase Services,1.0,2,strict,0.0,False,False,1392.8100980979314,41771,15952,98.0,10.0,10.0,10.0,10.0,9.0,10.0,29,0.76,41771,1.0,Turks and Caicos Islands,2.0,False
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1630.8144570870868,8716,34144,100.0,10.0,10.0,10.0,9.0,9.0,10.0,4,0.28,8716,0.7990365336850571,Sao Tome and Principe,2.0,True
Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1441.8779197337103,49035,9411,60.0,10.0,8.0,10.0,10.0,10.0,8.0,1,1.0,49035,0.9830669837365943,Maldives,6.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,6,moderate,4.0,False,False,2533.9907530002224,38458,12013,93.0,10.0,10.0,10.0,10.0,10.0,9.0,63,2.02,38458,0.9944928321188142,Montserrat,6.0,True
Niue,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,True,False,1605.866346064507,1054,6399,85.0,10.0,9.0,10.0,10.0,9.0,8.0,13,3.82,1054,0.9938363457081766,Guinea,20.0,False
Brazil,Type O3,Quantum,ThetaBase Services,6.0,2,strict,1.0,True,False,2170.903396438653,10039,44037,97.0,9.0,10.0,10.0,10.0,10.0,10.0,7,0.12,10039,1.0,Vanuatu,6.0,True
Marshall Islands,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,0.0,True,False,1383.5658885092537,11891,11883,99.0,10.0,10.0,10.0,10.0,10.0,9.0,17,0.72,11891,1.0,Russian Federation,1.0,True
Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1659.1280257132807,32836,59810,100.0,10.0,10.0,10.0,10.0,10.0,10.0,15,1.07,32836,1.0,Isle of Man,1.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1391.4517793888328,4828,32250,100.0,10.0,9.0,10.0,10.0,10.0,10.0,8,0.45,4828,1.0,Philippines,1.0,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1850.9399339819731,44205,55253,94.0,10.0,10.0,10.0,10.0,9.0,10.0,8,1.44,44205,0.9930858779572359,Sao Tome and Principe,2.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,False,False,2162.313906376281,11844,56196,91.0,9.0,9.0,10.0,10.0,9.0,9.0,22,0.53,11844,0.7586118453776378,Saint Helena,1.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,True,False,3013.8708192952045,3112,45274,80.0,6.0,10.0,10.0,4.0,10.0,10.0,1,0.65,3112,0.9292019383230683,Indonesia,25.0,False
Kiribati,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,3478.144385018572,35018,17691,77.0,8.0,9.0,9.0,9.0,8.0,8.0,6,0.4,35018,1.0,Nicaragua,10.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2412.4033887618043,6894,25563,87.0,7.0,8.0,9.0,9.0,9.0,8.0,3,0.26,6894,0.7921369594686167,Estonia,47.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,False,False,1808.0267929996594,7804,4134,93.0,10.0,10.0,10.0,10.0,10.0,9.0,6,0.83,7804,1.0,Russian Federation,3.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,3239.637319606643,36731,49218,100.0,10.0,10.0,10.0,10.0,10.0,9.0,9,3.55,36731,0.9891275966125533,Nicaragua,7.0,False
Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,3990.915109695401,19842,36921,86.0,9.0,9.0,9.0,9.0,10.0,9.0,31,1.21,19842,0.848479091138532,Turkmenistan,53.0,False
Anguilla,Type F5,Quantum,ThetaBase Services,1.0,3,moderate,2.0,False,False,1461.807082775372,11582,48308,93.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.1,11582,1.0,Anguilla,2.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2295.9081709035786,7707,28156,95.0,10.0,10.0,9.0,10.0,9.0,9.0,22,1.26,7707,0.9918229584801392,Bouvet Island (Bouvetoya),1.0,True
Russian Federation,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2863.678768525637,37646,41589,88.0,9.0,9.0,9.0,9.0,10.0,9.0,41,0.6,37646,1.0,Estonia,60.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2295.7295577294876,44234,3428,98.0,10.0,10.0,10.0,10.0,9.0,10.0,47,0.72,44234,0.8999472440289096,Philippines,1.0,True
Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1127.9478441495555,48029,50468,60.0,10.0,10.0,10.0,6.0,10.0,6.0,1,1.0,48029,1.0,Malta,2.0,False
Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,4709.157348910137,19958,65430,60.0,5.0,6.0,7.0,7.0,6.0,6.0,3,0.46,19958,1.0,Congo,40.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,2432.112635681094,10920,69433,99.0,10.0,10.0,10.0,10.0,10.0,10.0,65,0.89,10920,1.0,Kenya,2.0,True
Malta,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,2.0,False,False,2754.8431752551464,37392,67342,96.0,10.0,10.0,10.0,10.0,10.0,9.0,54,1.13,37392,0.9857388628285689,Micronesia,7.0,True
Rwanda,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2283.2001461062023,37646,59085,98.0,10.0,10.0,10.0,10.0,10.0,10.0,8,0.66,37646,0.9952714720702195,Estonia,60.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,12,moderate,6.0,False,False,5939.533766845863,37999,72729,95.0,10.0,10.0,10.0,10.0,9.0,9.0,60,2.12,37999,1.0,Senegal,20.0,True
Malta,Type F5,Quantum,ThetaBase Services,1.0,2,strict,2.0,False,False,1509.940758572788,32346,41326,98.0,10.0,10.0,10.0,10.0,9.0,10.0,25,1.03,32346,0.9965567879823001,United Kingdom,3.0,False
Barbados,Type V5,Plasma,ThetaBase Services,3.0,10,strict,3.0,True,False,7301.989619595559,28848,18920,97.0,10.0,9.0,10.0,10.0,9.0,9.0,7,2.04,28848,1.0,Uganda,9.0,False
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,4,strict,2.0,True,False,1598.7148692397152,46872,46378,86.0,9.0,9.0,9.0,9.0,10.0,9.0,85,6.61,46872,0.9845257787163085,Nicaragua,9.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,True,False,6668.96884674996,19958,70492,84.0,8.0,9.0,9.0,9.0,10.0,9.0,14,0.66,19958,0.9946242305899926,Congo,40.0,True
Barbados,Type V5,Plasma,ThetaBase Services,4.0,8,strict,4.0,False,False,5932.864484074977,18993,45121,95.0,10.0,9.0,10.0,10.0,10.0,9.0,48,1.18,18993,1.0,Reunion,2.0,True
Barbados,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,False,False,2023.0187153953145,12403,11105,84.0,9.0,9.0,9.0,9.0,10.0,9.0,151,4.51,12403,0.9071737056807306,Vietnam,3.0,True
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,True,False,1401.3696687952333,19777,10095,100.0,10.0,10.0,10.0,10.0,9.0,9.0,4,4.0,19777,1.0,French Guiana,1.0,False
